exper_data_id	pop_label	data_group_name	date_str	time_str	logD	data_id	exper_duration_s	trackL	n_tracks	mean_nb_tracks	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32	mean_still	mean_forward	mean_backward	area.F
B207-20180611_113457_proc	N2250L587	B207	20180611	113457	3.0839803574963	N2250L587_NGM_B207	1157.732	245.151058631922	5730	1213.33397190448	27.8	52	Paris2	NGM	-1.34868717777284	-2.04966508761404	-1.43111951914173	-5.16957618515715	-0.455724086721595	-2.71217160560729	-0.89168549781922	0.612575914875889	-2.73902112494103	0.059976416802168
B207-20180611_115445_proc	N2250L523	B207	20180611	115445	3.19949168918264	N2250L523_NGM_B207	1248.319	315.173525037184	6270	1583.03927280058	27.9	52	Paris2	NGM	-1.67747637023612	-2.35132804702187	-1.36984154955065	-5.0981919047466	-0.540286759535749	-2.92249041795816	-0.536993872205752	0.281892670732002	-2.73215069248173	0.0572013597465582
B207-20180611_121601_proc	N2250L520	B207	20180611	121601	3.28301527046834	N2250L520_NGM_B207	1207.908	227.332693691533	10195	1918.73620522852	27.9	52	Paris2	NGM	-1.26569138874893	-1.6634552371982	-1.45324225270278	-3.6040817234391	-0.746609461058441	-1.41412905600525	-1.07089264508105	0.599245313914942	-2.20521666309408	0.0437701577755042
B207-20180611_123635_proc	PB250L486	B207	20180611	123635	2.97460004605091	PB250L486_NGM_B207	1198.263	145.493294671983	7768	943.191864400354	27.8	52	Paris2	NGM	-0.548678692288575	-1.29874497468976	-1.9046267605104	-5.2123002013517	-0.162979534477129	-2.07732662719879	-2.0251476501227	1.71957070183491	-3.30679816432122	0.06157996073453
B207-20180611_125657_proc	PB250L492	B207	20180611	125657	2.92516860534226	PB250L492_NGM_B207	1197.134	202.951431049436	4965	841.721858338708	27.7	53	Paris2	NGM	-0.77392699879532	-1.51288307794295	-1.8754185610253	-5.72147300331147	-0.0838355037876866	-2.84281916048201	-1.85643290865397	1.58995427516216	-3.33858486883346	0.0598009690553746
B207-20180611_131721_proc	N2250L531	B207	20180611	131721	2.90792243276455	N2250L531_NGM_B207	1295.56	748.069293478261	1401	808.951403380039	27.8	53	Paris2	NGM	-1.23082062299317	-1.88272730420744	-0.518334963669114	-6.76089201597071	-0.139122706466681	-5.37973790353733	-0.16098316563453	-0.19586429905744	-2.32628605347617	0.0544454406094527
B207-20180611_140003_proc	N2250L530	B207	20180611	140003	3.06836473419125	N2250L530_NGM_B207	1196.856	217.733663016602	6434	1170.4819860107	27.8	52	Paris2	NGM	-1.22301759748854	-1.89085520502899	-1.58709684438203	-5.18780300276069	-0.455169408656554	-2.63315937626722	-1.17091397753835	0.87918102983482	-2.81240130450679	0.0598521014305816
B207-20180611_142028_proc	PB250L480	B207	20180611	142028	2.84543737482872	PB250L480_NGM_B207	1198.24	223.726978998384	3752	700.547156831635	27.8	52	Paris2	NGM	-0.865654209945736	-2.15824875432849	-2.19007358000504	-6.00939152715715	-0.367850402886846	-2.26374931701923	-2.06893695213488	1.87335734010784	-3.84196637463407	0.0557643248440748
B207-20180611_150104_proc	PB250L430	B207	20180611	150104	3.2044109754512	PB250L430_NGM_B207	1198.429	144.769248137277	13254	1601.07241631458	27.8	52	Paris2	NGM	-0.568327540693177	-1.67490881996909	-2.11623994589632	-5.18499298280835	-0.528682110705773	-1.20770491309864	-2.13161163679034	1.89469268283382	-3.67809237997918	0.0546144677398074
B207-20180611_152121_proc	PB250L420	B207	20180611	152121	3.00032204110509	PB250L420_NGM_B207	1198.852	180.195450716091	6658	1000.74180204707	27.8	53	Paris2	NGM	-0.123522811247549	-1.34481773020989	-1.24839377409368	-3.39565855156144	0.0752263763102811	-0.876768849231208	-1.45527385450947	1.17799860652952	-3.0269977128755	0.0565151799234588
B207-20180611_154145_proc	N2ancL0	B207	20180611	154145	3.01717552205143	N2ancL0_NGM_B207	1250.257	381.211325160537	3412	1040.34053914335	27.9	52	Paris2	NGM	-1.30332826151952	-2.16346734780623	-0.947552299595091	-5.37391649222397	-0.170225396452568	-2.95861519774991	-0.503252399043697	0.26333076549928	-2.79180806409534	0.0538371567715784
B207-20180611_160302_proc	PBancL0	B207	20180611	160302	2.36074167911663	PBancL0_NGM_B207	1297.59	225.411646586345	1321	229.478329164499	28	51	Paris2	NGM	-0.596123174774025	-1.871279742682	-0.750641924929651	-4.97265392119547	0.638111263314248	-2.16618785902332	-0.937483148421397	0.818057736952825	-3.67316061895877	0.0417643850993377
B207-20180611_162512_proc	N2250L577	B207	20180611	162512	2.98430734177239	N2250L577_NGM_B207	1296.742	277.260557432432	4511	964.511348115279	28	52	Paris2	NGM	-1.11292813118934	-1.87475758996695	-1.45251975958087	-5.83947064607734	-0.444004709343753	-3.36892503662155	-1.09586756392359	0.784650075067635	-2.70288104878487	0.063561151459854
B207-20180611_171912_proc	N2250L524	B207	20180611	171912	3.23818932291054	N2250L524_NGM_B207	1177.06	285.172257821334	7143	1730.57060610147	28	52	Paris2	NGM	-1.68342417976192	-2.0607817640981	-1.55794437870306	-3.96867335603548	-0.659403226592707	-1.82869665963289	-0.862441785403435	0.507162151964834	-2.45560571492858	0.0492887923346128
B207-20180611_173916_proc	N2250L578	B207	20180611	173916	3.50194349946934	N2250L578_NGM_B207	1298.323	119.024275118004	34649	3176.460794859	28.1	52	Paris2	NGM	-1.00636901683097	-1.61146818006549	-2.36090732369065	-3.80120120753141	-1.03044452884699	-1.21687376278608	-2.06331073026377	1.56621852282008	-2.75079371606819	0.0553237995376344
B208-20180615_105505_proc	PB250L496	B208	20180615	105505	2.02015356909872	PB250L496_NGM_B208	1240.674	539.255033557047	241	104.749888437453	26.8	41	Paris2	NGM	-1.05612305393436	-2.09693210926387	-1.66816324217468	-5.79051072832288	0.144907674132382	-3.23298901422119	-1.73424797174045	1.62567197398302	-4.22749627231179	0.0430552943037975
B208-20180615_111618_proc	PBancL0	B208	20180615	111618	3.05907261195213	PBancL0_NGM_B208	1167.658	192.156133828996	6962	1145.70448172108	26.7	42	Paris2	NGM	-0.682960155313167	-1.66519281000135	-1.35380132543322	-5.45507853770455	-0.0896806379440192	-2.3167213047372	-1.31798499606337	1.08178869052834	-3.12683176168821	0.0519825076631259
B208-20180615_113614_proc	PB250L483	B208	20180615	113614	3.33839422629492	PB250L483_NGM_B208	1237.935	107.777256740914	25036	2179.6874632073	26.8	41	Paris2	NGM	-0.832593184366369	-1.89775218746954	-2.98440815592029	-4.7833204154695	-1.13423650765003	-0.43619310118277	-3.36654138494888	3.06172788863178	-4.46657139015604	0.0591118084221993
B208-20180615_115723_proc	PB250L490	B208	20180615	115723	3.18287778493534	PB250L490_NGM_B208	1167.872	129.958934112064	13692	1523.62392955939	26.6	42	Paris2	NGM	-0.310442609736069	-1.90785431939109	-2.90023903895918	-6.33139622883371	-0.780393175816761	-2.06600993826898	-3.29025438508472	3.06976998469306	-4.76336889130123	0.0541142818255007
B208-20180615_121730_proc	PB250L494	B208	20180615	121730	3.2346510584852	PB250L494_NGM_B208	1176.865	125.092730137295	16149	1716.52865790653	26.4	42	Paris2	NGM	-0.952614211799156	-1.68630628431942	-2.25251612124049	-5.07304391447557	-0.434373900945311	-1.31231211117473	-2.06592167910979	1.82986017121071	-3.63118291907603	0.0544817506534524
B208-20180615_125711_proc	PB250L406	B208	20180615	125711	3.37635821736792	PB250L406_NGM_B208	1171.965	716.124373956594	3893	2378.80157497282	26.5	43	Paris2	NGM	-2.06427385098979	-2.40282885135542	-0.696299721086657	-4.05002959336107	-0.524944080163314	-2.7366458865134	0.431826884797146	-0.917658368351071	-2.10869154481495	0.0491622916666667
B208-20180615_131709_proc	PB250L484	B208	20180615	131709	3.53506527779373	PB250L484_NGM_B208	1171.396	94.7451149425287	42385	3428.19311047595	26.6	42	Paris2	NGM	-0.806936829401926	-1.98034433946994	-2.79089617744453	-4.05746752249935	-1.48380878500008	-0.313129579119049	-3.12070652957313	2.69161548780286	-3.83190417962948	0.0469537597749671
B208-20180615_133706_proc	N2250L550	B208	20180615	133706	2.72823264232846	N2250L550_NGM_B208	1166.006	1232.48859934853	506	534.850790879599	26.8	42	Paris2	NGM	-2.56481635097569	-3.56427929173337	-0.140650758514701	-2.69941916790834	0.102065782606086	-1.45493447934369	1.0983685501338	-1.25453443232282	-3.54240335884384	0.0370791155660377
B208-20180615_135713_proc	PB250L495	B208	20180615	135713	3.04278623533055	PB250L495_NGM_B208	1722.308	139.87545620438	13588	1103.53531360541	26.8	41	Paris2	NGM	-0.659677311032163	-1.32996488907936	-2.24589590912317	-4.27215278054873	-0.656368707704214	-1.33178589650271	-2.26296311109376	1.8305814185452	-3.08018890436298	0.0639367379581767
B208-20180615_144637_proc	PB250L487	B208	20180615	144637	3.18136820919593	PB250L487_NGM_B208	1206.951	122.825636942675	14920	1518.33711822991	27	42	Paris2	NGM	-0.530371850671828	-1.74366711690843	-2.70994712941865	-5.61884490810578	-0.79638815703383	-1.87870963894854	-2.95613146850392	2.62925710987818	-4.00879439108686	0.0549299718575357
B208-20180615_150714_proc	N2ancL0	B208	20180615	150714	3.14263496408707	N2ancL0_NGM_B208	1199.148	248.412671806906	6704	1388.78483039082	27.1	41	Paris2	NGM	-1.24608833601068	-1.99900149194408	-1.27095689594379	-4.84526542037899	-0.439051449303872	-2.20064662854818	-0.778365158559762	0.484705399734343	-2.64223378836866	0.056143799275529
B208-20180615_161045_proc	PB250L407	B208	20180615	161045	3.41524998125879	PB250L407_NGM_B208	1170.395	138.963396289487	21912	2601.65665394609	27.5	41	Paris2	NGM	-0.991932714574485	-2.25370644740787	-2.50870344132284	-4.88735418316312	-1.05101150099925	-2.22551499671109	-2.29683217479303	1.92082712422139	-3.27657229571806	0.047135787286203
B208-20180615_170949_proc	PB250L466	B208	20180615	170949	3.14381710557315	PB250L466_NGM_B208	1155.112	133.780320968166	12024	1392.57022636873	27.8	39	Paris2	NGM	-0.263000144231243	-1.18571148708179	-2.13781729253374	-3.75538949617777	-0.789516530130299	-1.29752210523864	-2.35388439836618	1.73740344556867	-2.701489334965	0.0500097806418219
B208-20180615_172928_proc	PB250L474	B208	20180615	172928	3.16193990989794	PB250L474_NGM_B208	1148.155	159.41651959054	10457	1451.91071358682	28	39	Paris2	NGM	-0.895353451567454	-1.42966360312221	-1.76633751028855	-4.15660914370155	-0.383089137469432	-1.4649746784865	-1.6526275804596	1.29261436075173	-2.850480378537	0.0570624696773551
B208-20180615_174915_proc	N2250L525	B208	20180615	174915	2.88742260101722	N2250L525_NGM_B208	1296.327	329.919488817891	3032	771.65398089822	28	39	Paris2	NGM	-1.50023956513928	-2.28234854751452	-1.71040742924419	-5.42662344877457	-0.151255038842812	-3.37306855304849	-1.0712014016059	0.87980339475796	-3.23022958840407	0.0523675672561629
B209-20180618_094312_proc	PB250L418	B209	20180618	94312	3.18164764982597	PB250L418_NGM_B209	1198.409	622.056724611162	2927	1519.31438510297	27.4	46	Paris2	NGM	-1.80109678180953	-2.26245097689705	-0.685777447621365	-5.30277077566831	0.0242263848333034	-4.10122100402178	0.201959890210037	-0.485883903181959	-2.60500108398559	0.054006942651633
B209-20180618_100339_proc	N2250L573	B209	20180618	100339	2.00317574839818	N2250L573_NGM_B209	1202.563	151.234567901235	801	100.733923203099	27.5	48	Paris2	NGM	-0.448744528320127	-1.68056939511491	-0.396950623256865	-4.17188028055395	0.515734891655663	-2.25347251859634	-0.650214468684785	0.470778220468364	-3.13990601455657	0.0384870638111888
B209-20180618_110639_proc	PB250L477	B209	20180618	110639	2.43477156756022	PB250L477_NGM_B209	1199.685	188.165204678363	1735	272.126958424052	27.6	48	Paris2	NGM	-0.449610687530192	-2.04225112812202	-1.16071656595331	-5.02239936512474	0.464073042359803	-2.14817593089921	-1.46092787255428	1.37652581153393	-4.31102366984787	0.0423560458847737
B209-20180618_115217_proc	N2ancL0	B209	20180618	115217	2.91275376367621	N2ancL0_NGM_B209	1279.315	249.043497961033	4202	818.000866426377	27.8	47	Paris2	NGM	-0.880661226316643	-1.90252053819571	-0.789480713278704	-5.25628379409934	-0.0791070987297623	-2.97935470143323	-0.5978007506455	0.363385015679165	-2.8382210729934	0.0508146987091222
B209-20180618_121409_proc	N2250L544	B209	20180618	121409	2.74830291751009	N2250L544_NGM_B209	1297.199	373.393442622951	1946	560.148164887779	27.5	46	Paris2	NGM	-1.0339083997667	-2.08203284427862	-0.670405081982621	-5.19552276606427	0.014060740890404	-3.48607077514214	-0.267468756083734	0.0594716469577526	-2.91109424493597	0.0531582968863143
B209-20180618_124327_proc	PB250L481	B209	20180618	124327	2.12072817047955	PB250L481_NGM_B209	1295.232	469.866359447005	364	132.046888000536	26.8	46	Paris2	NGM	-1.34380733521153	-2.02216336362121	-0.343665746523657	-3.35626530868109	0.68270171402825	-1.78968223621851	0.0458574209975739	-0.216498483783908	-3.11600547505336	0.0511686517175573
B209-20180618_130722_proc	PB250L468	B209	20180618	130722	2.70818833278206	PB250L468_NGM_B209	1296.745	479.56693989071	1381	510.726429628856	26.6	47	Paris2	NGM	-0.61270856201731	-1.51816047877846	-0.950863353991441	-5.41920514739455	-0.0300812067720256	-3.00160971083941	-0.959795779078305	0.644939123947155	-2.63032912257228	0.0650548414489311
B209-20180618_133949_proc	PB250L424	B209	20180618	133949	2.06768505827723	PB250L424_NGM_B209	1298	626.822222222222	242	116.86516007533	26.5	48	Paris2	NGM	-0.595592500755282	-1.53392702330905	-0.306325380975867	-4.98573165726319	0.613461192559931	-3.34503819039146	-0.611267640454238	0.441073974007549	-3.18550100094444	0.0426941334745763
B209-20180618_140238_proc	PBancL0	B209	20180618	140238	2.75985479618609	PBancL0_NGM_B209	1198.206	297.99615014437	2313	575.247574527191	26.6	47	Paris2	NGM	-0.678347510893991	-1.6051401136539	-1.21951349375106	-5.18541089510126	0.0324543375155764	-2.56962003358478	-1.24338431679772	0.985417020543381	-2.98800308546304	0.0610839408203125
B209-20180618_142306_proc	PB250L470	B209	20180618	142306	1.5481880431446	PB250L470_NGM_B209	1252.282	137.843137254902	321	35.3336126038892	26.5	47	Paris2	NGM	0.0860084400583574	-1.49651355369522	-1.36587320963254	-4.24359798032465	-0.125375980500047	-1.30481703314741	-1.82840249715498	1.61226496239062	-3.55283599775832	0.0386881990521327
B209-20180618_144429_proc	PB250L415	B209	20180618	144429	1.65723096727149	PB250L415_NGM_B209	1297.441	172.302857142857	342	45.4183096902727	26.4	47	Paris2	NGM	0.428334756349385	-0.315482949943337	-0.836024550279459	-2.34037821003889	0.333806725006448	-1.58039194783086	-1.57861435870934	0.882112996066269	-1.97597748882081	0.0383356923758865
B209-20180618_151511_proc	N2250L585	B209	20180618	151511	2.92418971652976	N2250L585_NGM_B209	1296.988	417.975920679887	2606	839.826775029364	26.3	48	Paris2	NGM	-0.99051390941075	-1.84396883409536	-0.642209478682957	-4.8093063030102	-0.055096030270646	-2.84260998014717	-0.449975749123337	0.157162214398555	-2.56502449248449	0.0510346348419095
B209-20180618_172930_proc	N2250L516	B209	20180618	172930	2.64557574638085	N2250L516_NGM_B209	1167.468	626.460251046025	824	442.156227718383	26.4	44	Paris2	NGM	-1.77897340078126	-2.48552240620319	-0.970398581783142	-5.81720993199956	-0.0279053166865325	-4.20198018608319	-0.150236746136024	-0.0419663483650433	-2.98782921172002	0.0443157504816956
B209-20180618_174925_proc	PB250L447	B209	20180618	174925	2.72923605018192	PB250L447_NGM_B209	1197.174	730.96875	878	536.087955886112	26.2	44	Paris2	NGM	-1.63419052815283	-2.08063657525867	-0.334462124758665	-4.4087255969132	0.135203307234811	-3.21120602474842	0.0749203281988963	-0.350642315320262	-2.61700483477733	0.0496259165194346
B210-20180622_094253_proc	N2250L572	B210	20180622	94253	3.48075922241021	N2250L572_NGM_B210	1199.19	419.354114713217	8651	3025.23573944416	23.8	34	Paris2	NGM	-2.06289656133941	-2.47912533831739	-1.26927077017182	-4.22625814172462	-0.757086085879103	-2.67021159109684	-0.149589122797257	-0.233705346975429	-2.2483770067717	0.0576056236865806
B210-20180622_100321_proc	PB250L428	B210	20180622	100321	3.22894266380254	PB250L428_NGM_B210	1199.073	231.891153846154	8760	1694.11412623944	23.9	33	Paris2	NGM	-1.19104039756345	-1.80804891169905	-1.60700456949928	-4.09692278638511	-0.755935474797754	-1.5204900511295	-1.20626842962405	0.828010543055423	-2.53113794627786	0.0540385052952503
B210-20180622_104411_proc	N2250L545	B210	20180622	104411	3.30764158779279	N2250L545_NGM_B210	1195.986	602.796075683252	4029	2030.68045021248	24.1	33	Paris2	NGM	-2.42177366820191	-3.06091347563359	-1.40247023551817	-4.48114531702867	-0.712552929562739	-2.79541187837744	-0.0360718675165382	-0.183852445400349	-2.84672087071564	0.0513293793192367
B210-20180622_110440_proc	PB250L425	B210	20180622	110440	3.13755056952724	PB250L425_NGM_B210	1296.989	223.933843212237	7950	1372.62078054423	24.2	33	Paris2	NGM	-1.4335759195136	-2.1098157184718	-1.84601381329001	-4.2029051579541	-0.674014369505548	-1.38832581097423	-1.30438933710555	1.02521772710126	-2.93218941990325	0.0508399897722692
B210-20180622_112958_proc	N2250L551	B210	20180622	112958	3.5593063782966	N2250L551_NGM_B210	1197.338	139.717815344603	31065	3624.98637283716	24.3	33	Paris2	NGM	-1.09486992420406	-2.1627411037725	-3.16219091006901	-5.25596708968984	-1.54564721371115	-1.47041400079979	-3.12592478926914	2.70001637861667	-3.84581349148228	0.0520164066467601
B210-20180622_115025_proc	N2250L595	B210	20180622	115025	3.22772237899931	N2250L595_NGM_B210	1197.786	354.998694516971	5700	1689.36066939064	24.3	34	Paris2	NGM	-1.71864580918062	-2.51538849563275	-1.30182357588353	-4.92091616841887	-0.491965911212911	-2.63564058666495	-0.393548146414295	0.162689404936215	-2.81434934684189	0.0554446977365608
B210-20180622_121052_proc	N2250L543	B210	20180622	121052	3.32139661986394	N2250L543_NGM_B210	1196.907	261.709568939162	9586	2096.02577965607	24.4	33	Paris2	NGM	-1.34643555662612	-1.81855349442724	-1.74565942122771	-3.28572801175698	-1.00478276878502	-1.46049520264845	-1.09718725932595	0.581415946713814	-2.1078150052253	0.0564857625240848
B210-20180622_125156_proc	PBancL0	B210	20180622	125156	2.72407055190375	PBancL0_NGM_B210	1201.532	320.176544766709	1988	529.749495640746	24.8	33	Paris2	NGM	-1.46307300260783	-2.05924612062551	-1.11737267541071	-3.60142835051155	0.0100704121706313	-1.64916812125578	-0.405693298414749	0.18485626779549	-2.86380969236686	0.0479328718951242
B210-20180622_133256_proc	PB250L414	B210	20180622	133256	3.23251693544018	PB250L414_NGM_B210	1198.458	141.530923694779	14464	1708.11432717816	24.6	35	Paris2	NGM	-0.849489055342342	-1.77230418880462	-2.33238977948303	-4.62973577481958	-0.555531936536607	-1.54539725530038	-2.15603430769077	1.87707801401634	-3.51258812696118	0.0598469336581709
B210-20180622_135322_proc	N2250L509	B210	20180622	135322	3.06312192604938	N2250L509_NGM_B210	1202.828	311.463196635121	4466	1156.43686060887	24.6	35	Paris2	NGM	-1.59961166898743	-2.66170389697824	-0.995751830964303	-4.41486090674776	-0.339735021020236	-2.4840531784737	-0.252666569705373	0.0555758359019461	-2.96693178965649	0.0457768744194355
B210-20180622_141425_proc	N2250L555	B210	20180622	141425	3.39954889580204	N2250L555_NGM_B210	1199.564	441.22550052687	6822	2509.27867508054	24.6	35	Paris2	NGM	-1.91807482653062	-2.26247945198861	-1.09412153889492	-4.09661963187955	-0.619911836465352	-2.53105338542744	-0.141653346867397	-0.281632381745977	-2.13966848963016	0.0605186701426025
B210-20180622_143454_proc	PB250L423	B210	20180622	143454	3.23109903017386	PB250L423_NGM_B210	1226.188	168.046552225778	12423	1702.54668802895	24.7	35	Paris2	NGM	-0.929157924276407	-1.9923994376869	-2.05975512416246	-5.66063761397995	-0.427456961961749	-2.048534788869	-1.73665462722446	1.53480721396694	-3.56370177521419	0.0637176200816939
B210-20180622_145548_proc	N2250L542	B210	20180622	145548	3.2011378640808	N2250L542_NGM_B210	1297.178	419.984134391041	4908	1589.05110292591	25	25	Paris2	NGM	-1.75771114332812	-2.5007854697519	-1.04139277374544	-4.68507349517505	-0.404870414532507	-2.86966694637591	-0.218363223902229	-0.0220675424558579	-2.75345931261278	0.0556144156005686
B210-20180622_154004_proc	N2ancL0	B210	20180622	154004	2.64187746367465	N2ancL0_NGM_B210	1197.853	209.138638228056	2511	438.406983653794	25.2	35	Paris2	NGM	-0.940203225597389	-1.93165246754015	-0.881674669436025	-4.32509921383167	0.022408963761897	-2.49078864989468	-0.666393000070383	0.458257122709987	-2.98530043358398	0.0470721727716728
B210-20180622_160037_proc	PB250L429	B210	20180622	160037	2.48765801180694	PB250L429_NGM_B210	1197.485	193.61811023622	1901	307.367547450745	25.1	35	Paris2	NGM	-0.67290756160102	-2.16276200095901	-1.03620703627022	-3.95511796735321	0.297948711293877	-1.19789712017472	-1.02946424393448	0.905333116647731	-3.67313160440869	0.0452043423686405
B211-20180625_094348_proc	PB250L479	B211	20180625	94348	3.00618813010213	PB250L479_NGM_B211	1196.556	272.87037037037	4448	1014.35069266078	23.8	42	Paris2	NGM	-0.984260624471612	-1.94529887423398	-1.53204316087992	-5.86043959592687	-0.161545500349564	-3.80724671996027	-1.17839915480259	0.97110563759269	-3.19590739643461	0.045103570749736
B211-20180625_102437_proc	PB250L416	B211	20180625	102437	2.6274488563612	PB250L416_NGM_B211	1195.305	121.589394969409	4169	424.081040092248	24.1	42	Paris2	NGM	-0.64362180612219	-1.98625696685042	-1.15043808639949	-4.55047991003649	-0.000559729284514314	-1.96265522122105	-1.07262730497552	0.895013819049707	-3.31168564755003	0.0413232826412271
B211-20180625_110542_proc	PB250L488	B211	20180625	110542	2.40246516591158	PB250L488_NGM_B211	1197.676	293.173570019724	1032	252.618508060907	24.3	43	Paris2	NGM	-1.09214805897667	-1.93320129723004	-1.5206342173852	-4.66908824556312	0.163876443636642	-2.35744535444119	-1.070862492493	0.901107220778537	-3.35954709235606	0.0477209596645367
B211-20180625_112608_proc	N2250L523	B211	20180625	112608	2.63824328499299	N2250L523_NGM_B211	1196.196	360.895652173913	1441	434.753698208829	24.3	43	Paris2	NGM	-1.29896351082723	-2.38986008878292	-0.693900802953902	-4.90269982978413	0.142300386232349	-2.85478158291755	-0.265322485925154	0.130249233931233	-3.36436588612472	0.0416736347891566
B211-20180625_120712_proc	N2250L566	B211	20180625	120712	2.95502072262079	N2250L566_NGM_B211	1272.455	378.50987890376	3031	901.614157638029	24.4	44	Paris2	NGM	-1.45049861223044	-2.25101411201315	-0.636486013275538	-4.42411001025221	-0.135675296722444	-2.66758591193834	-0.0464172774382797	-0.208778713998659	-2.68929248083511	0.0502585343596059
B211-20180625_122856_proc	PB250L462	B211	20180625	122856	2.83536088405149	PB250L462_NGM_B211	1197.484	299.034686971235	2741	684.48019095717	24.4	44	Paris2	NGM	-0.795069527377144	-1.46329561212279	-1.10185098098567	-5.33796367798899	0.0997193506629593	-2.67841081563771	-1.16135583554527	0.897242855242274	-2.91953238364199	0.060244072923588
B211-20180625_124924_proc	N2ancL0	B211	20180625	124924	2.80587991707717	N2ancL0_NGM_B211	1280.103	479.332599118943	1708	639.557972518738	24.4	44	Paris2	NGM	-1.4242745347846	-2.14800178385642	-0.321098972423939	-4.41773921215003	0.118461201014395	-3.17645888709545	0.0387259391876503	-0.309102219385094	-2.63393923710571	0.0484687809694794
B211-20180625_131111_proc	PB250L459	B211	20180625	131111	2.62921010389148	PB250L459_NGM_B211	1228.459	342.108043217287	1529	425.80435983556	24.6	45	Paris2	NGM	-1.09691789806997	-2.15263562292833	-0.992578415619116	-4.2920079131352	-0.106796422300844	-2.61363100199931	-0.683496676249167	0.455794492829836	-2.89296085876193	0.044913116252302
B211-20180625_133208_proc	N2250L587	B211	20180625	133208	3.00237816984829	N2250L587_NGM_B211	1295.122	442.334735576923	2944	1005.49095879652	24.7	45	Paris2	NGM	-1.69603514153483	-2.21112780190579	-0.784867192367216	-3.79443667989401	-0.254338411829243	-2.30324387902514	-0.0523282920609726	-0.273782387576741	-2.42748994573684	0.0477620007990868
B211-20180625_135430_proc	N2250L582	B211	20180625	135430	2.81358195687728	N2250L582_NGM_B211	1197.475	348.795509222133	2235	651.00145148038	24.7	45	Paris2	NGM	-1.38781498402451	-2.23892306917333	-0.568625976798862	-4.55122425506979	0.067216747388695	-3.04833949565931	-0.0969343199895791	-0.128390969472553	-2.81970973933079	0.0436088696930111
B211-20180625_141452_proc	N2250L505	B211	20180625	141452	3.07602642329007	N2250L505_NGM_B211	1197.362	227.13928304705	6280	1191.3144876282	24.8	45	Paris2	NGM	-1.20039932781193	-2.02833635700207	-1.12304323817163	-4.42008814751749	-0.376030357276992	-2.10984014797883	-0.686312145993172	0.402145532661961	-2.65074663919224	0.0512946211719315
B211-20180625_143517_proc	PB250L461	B211	20180625	143517	2.82425872514759	PB250L461_NGM_B211	1198.179	205.720529039678	3886	667.20412880562	24.8	45	Paris2	NGM	-0.921954475401038	-1.83317594727979	-1.26817633267337	-4.51002369419668	0.0988832246428734	-2.02508547644421	-1.00402593123791	0.820340909715152	-3.24406645970521	0.0528492087782999
B211-20180625_145542_proc	PBancL0	B211	20180625	145542	1.94442535346916	PBancL0_NGM_B211	1197.119	211.936758893281	497	87.9883864260449	25	45	Paris2	NGM	-0.350455049994335	-1.37590556752673	-1.27010726991863	-4.65603758371295	0.547708239567502	-1.99536899163146	-1.60090644453168	1.42606333005458	-3.62894343209775	0.0428019268115942
B211-20180625_151612_proc	PB250L407	B211	20180625	151612	2.70829943070756	PB250L407_NGM_B211	1208.242	240.920765027322	2562	510.857096508812	25	44	Paris2	NGM	-0.473245755199523	-1.28389987598274	-1.47233184823417	-5.37612335670311	0.0202868346506553	-2.49494335242164	-1.65979096213774	1.38840830751786	-3.1813942897574	0.0550797828215987
B211-20180625_153642_proc	N2250L577	B211	20180625	153642	3.06413325838074	N2250L577_NGM_B211	1263.895	340.465341214401	4303	1159.1329685184	25.1	45	Paris2	NGM	-1.46356436408263	-2.16550669276339	-1.04780508524146	-4.72689115359786	-0.346070063717726	-2.88036918960364	-0.408343394783607	0.113853368328494	-2.55251131229314	0.0642723399050372
B211-20180625_155809_proc	N2250L502	B211	20180625	155809	2.9995926381646	N2250L502_NGM_B211	1196.232	545.214634146341	2192	999.062454481054	25.2	45	Paris2	NGM	-1.82129566555964	-2.25851923168594	-0.689622865975041	-4.24709463000934	-0.210211506604006	-2.79482451129717	0.0798114739690272	-0.449528781793491	-2.30651401650666	0.0552409131178707
B212-20180629_094338_proc	N2250L520	B212	20180629	94338	2.62438908710258	N2250L520_NGM_B212	1296.334	642.98125	849	421.103728861543	25	45	Paris2	NGM	-1.33224085238146	-1.70662405653802	-0.198926936419511	-4.59545099420749	0.162632905953047	-3.46512159818919	0.102470717612758	-0.538882144686335	-2.13271998382729	0.0390819764918626
B212-20180629_100550_proc	PB250L484	B212	20180629	100550	3.25064683974354	PB250L484_NGM_B212	1198.333	157.281092244149	13569	1780.92995908554	24.8	45	Paris2	NGM	-0.852723986434333	-1.73365801263066	-1.90222332973142	-4.32136650260167	-0.471601137831661	-1.44003021579528	-1.58354624409201	1.3053472790343	-3.10326881703288	0.0464842354612095
B212-20180629_102611_proc	PB250L420	B212	20180629	102611	2.91512593252023	PB250L420_NGM_B212	1231.678	412.304391217565	2457	822.481110502548	24.8	46	Paris2	NGM	-1.31138294062327	-2.29307231223813	-0.847996467587235	-3.92657630865495	0.112623995314714	-1.86259100013971	-0.267697597247627	0.0772062346301527	-3.00421970308423	0.0476581192622951
